trpt1,trpt2,trpt3,trpt4,trpt5,trpt6,trpt7,trpt8,trpt9,trpt10,trpt11,pop1,pop2,pop3,pop4,pop5,pop6,pop7,pop8,pop9,pop10,pop11,pop12,pop13,pop14,pop15,pop16,pop17,pop18,pop19,pop20,pop21,pop22,pop23,pop24,pop25,pop26,pop27,pop28,pop29,trv1,trv2,trv3,trv4,trv5,trv6,trv7,trv8,trv9,trv10,trv11,esp1,esp2,esp3,esp4,esp5,esp6,esp7,esp8,log1,log2,log3,log4,log5,log6,log7,log8,log9,log10,log11,log12,log13,log14,log15,log16,log17,log18,fin1,fin2,fin3,fin4,fin5,fin6,fin7,fin8,fin9,egmt1,egmt2,egmt3,egmt4,BFS
12101,8853,603,116,727,171,1487,576.3297,6471.916374,886.5317953,4104.10577,15361,1.55271404,7604,7757,6817,6612,3174,3742,5726,1990,729,33.52345,28.71779,62.24123,36.63317,2366,7.616692,3.320096,54.29334,40.23176,14.06158,2.33,15.40264,1457,543,216,108,31,1.505605,129.5,47.41667,1311,1168,130,12,1,495,1854,4377,1.634479,9893,303,30,69,180,4375,4658,98,146,1.779872,48.7,2.3,0.58,1.2,3595,1996,1154,352,93,7641,350,1449,1163,437,147,49,79861.57082,31481.8737,8423.20676,19682.88878,67312.49613,5924.36453,1166.98674,71990.64711,38974.9445,1879,1706,200,913,1301
19099,14749,1157,162,164,251,2436,487.9251,13496.04013,4017.000141,7747.062101,30228,14.83946981,15057,15171,12929,13441,6049,9035,10041,3615,1488,31.71,26.75089,58.46089,41.16183,10351,6.847956,4.49914,88.6926,79.85973,8.83287,2.24,34.24309,5544,3816,435,380,165,4.027184,608.6667,243.0833,1486,1213,230,35,8,172,5773,9736,3.701701,2037,336,56,152,233,359,857,43,531,2.047266,40.67,2.3,0.64,0.5,3141,1274,1482,257,128,14556,134,1190,960,495,193,169,240183.5348,81668.29512,6991.09089,49911.6202,145396.8048,16227.38528,4914.50955,139119.587,79134.2309,4034,2718,445,1628,1024
7002,5464,395,59,165,71,785,520.1333,4513.136627,998.7685418,2739.117837,10505,9.158674804,5267,5238,4514,4705,2330,2810,3511,1349,505,36.86126,29.3308,66.19206,37.43514,2994,8.472156,1.903855,62.25607,51.40409,10.85198,2.34,28.50071,1493,1248,159,59,34,3.481867,155.8333,75.33333,612,509,91,12,0,113,1936,2415,2.838053,1147,171,14,53,54,260,571,11,30,3.940582,45.77,2.3,0.57,0.2,2004,1170,532,191,111,4847,50,766,865,254,49,20,64023.4333,35268.14734,17729.7232,8740.83824,47771.26238,5092.92126,1347.93865,50183.12541,27520.94668,1512,1128,231,612,3402
19835,15251,1247,287,292,240,2314,605.1984,11895.43189,3006.038238,6442.627334,25200,9.210526316,12868,12332,11023,10794,4824,7433,8508,3111,1324,30.26159,27.82134,58.08293,42.55866,5993,6.984127,3.849206,68.88889,60.51587,8.373016,2.15,23.78175,4124,1231,378,107,148,2.891731,395.5833,177.25,2105,1720,317,63,5,176,4468,15452,2.825004,2736,408,70,137,209,672,1171,37,136,0.885819,49.25,2.2,0.56,0.3,4623,2661,1276,417,269,12305,155,2175,1606,511,123,53,230919.7133,137207.9651,24263.36131,31438.13691,138192.6739,14537.99504,7924.24797,142470.8111,92468.86848,4585,2671,484,1350,4566
15132,12344,927,105,124,180,1337,762.1635,7048.346457,2149.945123,4167.895768,16196,11.73623188,7583,8613,6546,7480,2838,3833,6615,2198,712,27.16309,27.85222,55.01531,32.39308,4481,7.347493,2.654977,83.90961,76.00642,7.903186,2.23,27.66733,3073,822,280,115,174,1.590073,202,72.5,2481,2188,249,41,3,126,2567,11719,2.22917,1380,234,18,64,144,325,532,7,71,0.44196,50.5,2.2,0.58,0.6,2376,1280,765,224,107,7693,151,812,819,382,165,47,101896.35,78943.31496,39707.43875,14014.23815,71693.55731,3781.85744,2765.80357,89466.84933,63414.12014,3228,1666,304,902,1322
19188,15562,890,94,25,189,2026,400.7829,15544.28332,6566.514351,5970.312205,38829,41.84159483,19514,19315,19853,13711,7568,13113,11832,4359,1957,30.33875,25.3197,55.65845,44.89562,14639,7.983724,5.511345,92.6627,92.3279,0.334801,2.16,37.7012,8866,2080,1280,1813,556,4.234976,876.9167,365.6667,3599,2961,510,121,7,28,2628,30605,4.395787,928,325,70,57,140,158,123,53,302,1.468287,37.09,2.2,0.71,0.6,3342,854,1415,649,424,21726,60,598,943,662,482,597,337952.0039,170731.6981,25053.5639,-55580.95687,221671.1693,25453.07945,11899.78496,215375.3344,142193.2697,14100,5349,820,2240,2196
95867,73275,4002,246,29,299,17372,368.2549,69519.85314,33982.14989,16806.73347,198979,124.986809,103293,95686,98034,71959,35621,63999,67392,21701,10266,27.11068,24.32967,51.44036,47.30658,95139,7.025867,5.05581,113.5999,101.6891,11.9108,2.07,47.81359,61690,6860,9054,7781,9154,6.756634,6088.25,2839.083,21618,18831,2237,481,69,32,9965,168319,6.107808,1592,737,250,66,411,50,24,49,733,0.573162,36.21,2.1,0.77,3.8,7451,724,2933,3180,614,107474,185,516,707,412,739,4892,2712343.976,1489462.515,1884.773,295563.091,1169429.349,113275.294,396187.0866,1182336.664,897009.4099,33461,18742,3611,9826,6621
9086,7481,522,39,51,29,920,575.5944,5586.039843,1832.169816,3287.645039,12997,15.62139423,6613,6384,5962,5517,3105,3863,4590,1126,313,36.73252,17.02354,53.75606,27.79751,4634,4.231746,8.232669,96.56074,84.01939,12.54136,2.43,35.65438,3650,404,162,188,217,3.488646,323.5833,161.75,941,808,116,14,3,49,655,5519,4.630389,832,154,51,55,73,121,380,3,84,0.590175,39,2.4,0.68,0.3,1170,616,363,114,77,5761,82,473,414,125,54,22,80062.0564,32844.77544,5372.44436,18231.6311,65485.49368,11424.715,2728.17962,65036.93731,40664.15163,1776,1776,339,978,5721
9091,7028,598,74,193,135,977,561.5661,5944.836052,838.9599717,3569.095725,12515,1.207079475,6203,6312,5349,5442,2488,3370,4294,1632,731,32.46347,30.83246,63.29593,44.79167,3381,10.38753,0.079904,56.73192,62.48502,-5.7531,2.21,27.01558,1914,1082,229,102,49,2.20366,176.9167,73,1179,992,160,25,2,176,2441,5694,2.628634,10368,203,32,83,111,3558,2725,387,53,1.761222,49.36,2.2,0.54,0.1,3606,2457,571,412,166,6416,166,1390,1260,646,126,18,78965.43443,47197.47324,352.62855,16928.33429,46773.06386,4832.57301,2609.7893,50377.72973,34914.8123,2124,1493,234,684,1632
14434,10894,919,199,588,265,1407,603.3117,8225.405994,1261.20306,5501.436115,18057,1.228450915,8917,9140,7600,8160,3675,5017,6213,2285,867,32.72484,28.06768,60.79252,37.94311,4375,7.808606,3.378191,62.52423,50.39597,12.12826,2.3,24.22883,2598,1333,246,127,71,1.651964,250.25,108.1667,1308,1122,162,22,2,458,3368,4761,2.454875,14699,374,40,148,314,5959,5476,208,69,1.645239,47.8,2.3,0.56,0.4,5173,3637,795,521,220,9178,338,2586,1663,462,105,19,156626.0415,79583.45119,798.56139,29288.99676,64308.47083,7741.19489,1919.58399,64524.0108,41794.50455,2540,1827,377,1021,1630
12941,9975,760,183,336,225,1287,552.4785,8818.164021,2395.3357,5096.497351,18055,6.563067975,9053,9002,7594,8159,3523,4996,6126,2527,883,31.67596,30.65995,62.33591,34.94262,3658,7.421767,2.381612,60.81418,58.93104,1.883135,2.29,20.26032,1817,1405,262,129,42,1.388503,224.1667,105.1667,1259,1024,189,39,7,288,4266,8433,2.087577,2751,277,33,118,172,445,1664,15,103,2.465403,45.71,2.3,0.57,0.1,2787,1351,856,393,187,8599,66,1045,1015,500,128,33,115631.9875,59505.05681,7385.10564,10391.592,79948.39096,7977.70718,6722.98034,85053.32126,50854.18097,1909,1802,362,823,3443
11594,9445,569,75,88,127,1154,556.0789,7221.263143,1301.657127,4501.905714,16985,6.525163273,8540,8445,6741,7246,2987,4476,5792,2443,1287,29.09038,36.32645,65.41683,52.68113,5848,9.773329,-1.29526,76.24374,59.87636,16.36738,2.14,34.43038,2894,2041,461,330,104,6.976883,436.9167,184.9167,1034,863,135,33,3,106,5889,4979,4.97283,2603,251,37,75,176,1037,985,36,179,2.616705,46.77,2.1,0.59,0.3,3058,1543,1063,313,139,9554,193,1298,940,412,138,77,123078.713,93143.983,17607.295,25112.325,97426.22004,5392.576,4824.31902,93960.062,57532.447,2168,1424,288,723,2546
11280,8637,702,114,285,161,1223,549.0782,7163.130877,1416.56931,4452.336777,15730,6.242063492,7794,7936,6816,6699,2974,4376,5535,2042,803,30.00706,28.70548,58.71254,39.32419,3400,9.917355,1.462174,61.9199,63.06421,-1.14431,2.17,21.61475,2026,853,274,187,54,4.299981,223.4167,92.91667,1428,1245,160,19,4,230,2929,6475,2.529745,2520,258,16,54,107,701,1368,16,54,2.318429,47.31,2.2,0.55,0.2,3225,1575,961,448,241,8454,66,968,1352,528,230,81,119609.2031,32816.5379,3883.90414,14529.10531,89327.63482,9380.98569,7485.13007,87932.37138,53727.10525,2518,1515,291,783,3001
8902,6796,489,82,247,118,1049,612.5282,5102.367212,1222.571408,3206.349658,11095,4.979802513,5605,5490,4587,4977,2221,2809,3957,1614,494,32.82589,31.15578,63.98167,30.60719,1865,8.201893,3.064443,80.12618,61.28887,18.83731,2.27,16.80937,1169,439,168,52,33,2.783923,178.9167,77.66667,852,739,94,15,4,192,2794,3752,2.856518,2228,190,15,79,154,593,1155,13,13,1.221434,48.73,2.3,0.57,0.1,2475,1629,483,259,104,5076,192,997,982,239,49,16,89045.4684,49320.4684,16483.37471,6218.8419,65122.30429,5847.54287,1472.55973,70213.57618,40702.35755,1112,1112,257,579,117
12762,10281,589,32,96,84,1542,506.6778,9454.926977,3817.804546,4704.102806,20291,9.607481061,10314,9977,8530,9106,4206,5103,7206,2648,1128,34.17012,30.67674,64.84686,42.59819,6272,7.441723,4.435464,70.67173,70.91814,-0.24641,2.28,30.91026,4254,1096,443,135,309,2.548622,395,169,1245,1087,131,22,5,87,1660,7636,3.582761,2112,214,32,45,168,1044,557,36,44,0.677436,44.38,2.3,0.62,0.1,2760,1223,1061,357,119,9595,80,769,993,596,225,97,230582.9955,157344.0955,14464.22701,22817.55038,145490.3579,15260.49926,3588.7973,146516.673,103148.0486,3385,2011,448,1145,133
7598,5787,332,25,81,37,1226,416.8107,5984.811411,1733.900492,3022.784121,13884,10.7962675,7120,6764,6022,6065,2610,3315,4921,2093,945,31.69014,36.88684,68.57698,45.1505,2401,6.914434,2.160761,75.8427,72.24143,3.601268,2.24,17.29329,1415,455,339,116,68,2.618219,134.25,55.16667,845,761,71,11,2,91,801,4476,1.877677,1286,212,27,45,83,532,376,3,44,0.059542,46.58,2.2,0.58,0.2,2117,1080,806,150,81,6718,130,866,647,288,105,81,165972.4548,84910.48716,46790.47019,13721.03338,86888.14149,17094.0622,2203.55169,71622.00611,48893.9028,1246,1246,257,749,1058
10776,8368,613,55,301,137,1161,498.2139,6051.579291,2074.674141,3178.215278,16796,5.103615922,8496,8300,7017,7526,3330,4703,5475,2502,786,32.71763,32.30497,65.0226,31.41487,4415,8.633008,3.095975,77.45892,76.38724,1.071684,2.2,26.28602,2460,1328,389,116,117,3.716983,340.75,131,1056,914,115,27,0,273,2092,4875,3.72451,3291,242,34,47,169,1209,1547,18,28,0.506329,44.79,2.2,0.6,0.2,2816,1610,734,373,99,8295,186,1151,1017,336,85,41,139263.1742,64532.10763,9952.77232,15396.71819,98423.8613,9838.43405,3770.2849,106511.6414,49750.34365,1716,1666,356,924,296
3770,2755,274,80,22,119,427,485.6337,2879.664218,582.4163075,894.407953,5673,13.28571429,2901,2772,2461,2330,891,1704,1857,862,359,25.02106,34.28812,59.30918,41.64733,1790,10.22387,2.115283,119.866,123.9203,-4.05429,1.95,31.55297,1140,218,306,67,49,5.077301,88,35.83333,835,672,137,25,1,13,758,6204,2.836182,427,93,17,24,68,94,104,28,15,0.718563,45.38,2,0.59,0.3,982,285,370,174,153,3340,53,302,332,194,87,14,49673.92604,29760.34539,7785.07774,12824.79976,37110.08099,9995.6943,1328.07545,39382.03533,24464.22901,3003,619,89,239,578
10082,7843,1095,18,26,53,924,688.7074,5243.527299,2540.179335,2003.498598,11388,27.11428571,5826,5562,4777,4885,2101,2917,3872,1762,736,30.94712,36.79482,67.74194,41.77072,2761,10.53741,-1.58061,88.86547,88.86547,0,2.14,24.24482,1284,586,475,306,106,6.883231,184.75,78.91667,670,509,123,28,10,18,921,11495,2.905789,420,142,7,27,79,61,101,5,52,0.596354,42.8,2.1,0.59,0.7,1580,817,600,105,58,5869,45,642,588,197,36,72,107069.1223,85793.941,19699.70352,28225.202,76594.57518,8005.55245,1174.0155,75239.38259,43821.13785,1355,1231,249,653,362
15481,12806,838,280,90,159,1164,670.963,8827.826957,3747.620099,3897.291153,19086,9.90451479,9393,9693,8340,7906,3569,5872,6537,2194,914,28.76138,25.04634,53.80772,41.65907,6196,7.649586,3.091271,112.7528,81.05418,31.69863,2.17,32.46359,3612,1378,693,259,237,4.855842,491.9167,219.25,1465,1087,281,77,20,63,4649,30525,4.602514,1927,228,44,47,517,494,580,6,114,0.569889,40.51,2.2,0.66,0.8,2037,802,915,212,108,9651,112,623,697,401,136,68,248469.0297,175037.4497,70966.87921,30718.55318,168744.7922,13744.84167,17571.09761,179323.8976,126653.9717,1828,1744,331,951,62
15166,12464,641,85,52,95,1665,578.1076,9607.945014,1562.51472,6086.93386,21560,18.74782609,10859,10701,9318,9117,3772,6117,7732,2938,1001,27.23662,28.44249,55.67911,34.0708,11767,7.096475,2.875696,85.1577,85.6679,-0.5102,2.08,54.57792,8833,2542,220,61,106,3.328382,423.3333,182,1605,1405,164,32,4,43,2715,8851,3.588897,1150,264,72,96,121,315,246,14,111,1.606955,47.52,2.1,0.57,0.2,3175,1580,1092,306,197,11388,95,1180,1156,512,157,75,190569.4304,116959.8044,41093.62445,26743.32271,107207.3614,7290.58676,6396.87031,116257.6883,77142.8427,3472,2017,378,969,4671
15374,11642,614,83,144,46,2646,429.4356,12488.68415,4224.651349,5996.960465,27110,9.93040293,13840,13270,11461,12074,5141,6887,9378,4059,1645,31.60775,35.06917,66.67691,40.52722,4945,7.303578,1.918111,65.32645,64.55183,0.774622,2.19,18.2405,2869,1067,465,359,179,4.237225,338.1667,152.5,1528,1260,228,36,4,122,2176,9766,2.27826,2730,286,36,90,132,1375,775,14,17,0.30707,43.59,2.2,0.59,0.8,3391,1559,1486,223,123,13352,192,1265,1062,465,247,160,288853.5638,102236.8103,32778.67341,31743.17598,159023.5404,31587.76156,6488.61508,135510.2368,84634.03285,2460,2460,391,1357,1059
23342,17760,1405,131,494,176,3065,433.8268,18983.83573,9360.506878,6700.98157,40938,8.025485199,21268,19670,18090,17310,7850,10645,14128,5780,2535,31.68772,33.56477,65.25249,43.85813,7666,8.085397,3.29767,89.2325,75.65098,13.58151,2.17,18.72588,4283,1059,1277,701,308,5.209628,676.6667,297.25,2197,1877,235,75,10,410,4075,17940,3.064691,5101,546,54,98,243,1571,2577,16,252,0.566692,43.65,2.2,0.61,0.6,6790,3389,2497,629,275,21352,332,2838,2649,728,148,95,315287.353,204400.381,25332.775,82740.291,209828.3719,21161.03531,5435.90627,199331.4538,112208.1073,4490,3910,714,2157,355
8786,7351,373,19,28,34,939,517.9679,5688.5172,2627.054909,2366.759903,14192,11.48220065,7398,6794,5875,6282,2821,2904,5130,2223,1114,35.11327,41.53597,76.64924,50.11246,3651,10.6398,-0.14092,99.84498,73.35118,26.4938,2.19,25.72576,2917,187,203,117,193,1.764281,181.1667,83.16667,1280,1138,123,18,1,89,865,5441,2.636838,1236,297,32,12,77,384,420,7,37,3.981938,53.79,2.2,0.53,0.2,2880,1419,1077,259,125,7308,140,964,1209,466,70,31,263469.0951,117705.1591,21667.44659,-11668.1176,203058.4203,34551.65992,6627.89898,184383.273,148949.2131,2029,1593,303,919,154
22971,18933,1116,214,287,225,1799,485.8976,15284.91486,3911.726486,8526.783435,38965,6.993000718,20058,18907,17330,15048,8313,10548,12960,4745,2399,35.36243,30.38965,65.75208,50.55848,12123,9.059412,1.668164,50.58386,52.09804,-1.51418,2.09,31.11254,8818,1042,609,1378,270,11.93624,1415.417,617.25,2833,2346,392,88,7,217,10364,15056,6.972349,5572,468,64,137,258,1556,3050,30,29,2.003228,42.26,2.1,0.6,0.1,4512,1469,1645,1072,326,21066,174,1088,1171,930,663,486,785458.4261,266738.515,18807.03945,42564.28767,238099.6115,25553.61856,27186.3066,223961.3858,115451.9086,6796,4335,813,2383,6421
2450,2063,85,2,7,8,257,558.6244,1580.321449,256.71668,990.10711,3693,5.446902655,1899,1794,1549,1546,704,880,1310,543,256,32.14612,36.48402,68.63014,47.14549,659,10.28974,-1.6247,57.13512,54.15651,2.978608,2.14,17.84457,568,30,17,23,21,3.872191,66.83333,29.33333,267,232,28,7,0,40,462,1039,3.300968,678,69,7,9,39,427,127,0,1,1.956746,49.92,2.1,0.54,0,854,404,244,144,62,1942,65,275,296,166,46,6,31787.80571,22062.18438,2865.57294,8666.22674,29006.57069,3621.27959,1430.6406,29155.20179,11731.4267,826,458,77,190,723
6365,5309,161,5,7,17,826,455.6299,4364.07551,1473.603518,2379.857252,11652,35.74233129,6191,5461,5084,4706,2438,2740,3950,1766,758,36.44245,37.72795,74.1704,42.92186,3532,6.179197,2.145554,100.1545,83.33333,16.82115,2.1,30.31239,2618,270,198,188,238,5.656247,236,111.3333,548,485,55,7,1,51,245,2988,4.146143,326,150,16,5,45,15,95,1,61,0.146651,43.7,2.1,0.6,0,1362,705,458,158,41,6137,50,529,481,189,77,36,59477.78932,43925.9101,4924.47097,13329.57475,62979.33257,4478.1544,7201.48728,57316.09072,40388.98947,2843,1288,196,680,5889
20278,14537,1052,91,18,162,4017,459.1453,11629.72114,5308.496442,4891.166913,31661,66.37526205,16366,15295,14308,12867,7409,8594,10518,3594,1546,38.76622,26.8941,65.66032,43.01614,11395,5.937905,5.716812,92.51129,93.49041,-0.97912,2.48,35.99065,7815,1008,695,1061,807,5.213814,813,388.6667,1685,1389,234,52,10,23,2072,17171,5.417715,477,218,30,52,126,31,25,2,67,0.312092,33.65,2.5,0.77,1.1,1913,1007,590,259,57,13778,193,623,480,147,88,382,462949.0092,220352.8775,5887.38641,48178.79696,144833.5575,46191.59122,22092.70856,124759.4444,96071.06778,9478,5073,729,2820,6628
11517,8465,1001,126,92,806,886,546.0938,7443.668514,1647.353284,3838.45538,15501,8.996517702,7948,7553,6742,6494,2935,4334,5091,2164,977,31.14058,33.32626,64.46684,45.14787,3432,10.06387,-0.19354,69.0278,65.28611,3.741694,2.13,22.14051,1631,1195,391,139,67,7.056386,276.1667,124.0833,1202,966,198,34,4,82,3848,8787,3.26612,1723,263,42,84,126,658,547,4,93,4.444721,46.7,2.1,0.56,0.3,2993,1680,816,317,180,8032,154,1448,950,353,76,12,140466.3158,102010.0526,22368.47523,30828.84331,106499.7961,18691.01989,7806.63024,105660.099,36972.1206,4458,1784,307,867,329
62342,49883,2866,213,60,337,8454,361.9694,57076.91506,29777.03269,18317.71942,137810,33.30352827,71285,66525,72545,46506,26942,48405,41860,13655,6948,29.84767,22.82502,52.67269,50.88246,59347,6.733909,6.39286,108.1924,100.2975,7.894928,1.97,43.06436,38085,6635,4465,5842,4178,8.784994,4911.25,2129.083,12387,10477,1529,326,55,145,6470,111090,6.794179,4138,892,313,124,520,1616,664,7,562,0.37688,36.71,2,0.69,0.4,8974,2213,4036,2160,565,77213,112,1473,1985,1495,1674,2235,1921838.869,796843.1818,2648.09424,347858.0106,1194486.888,83136.04209,158582.5433,1248304.225,522711.7897,31063,14515,2839,7646,5586
6695,5244,274,16,10,32,1080,434.2857,3598.604127,1350.013684,1789.747118,12075,27.56849315,6257,5818,5526,5191,3061,3032,4146,1274,562,42.64419,25.57816,68.22235,44.11303,5117,5.465839,4.720497,124.7205,137.6398,-12.9193,2.61,42.37681,2590,378,922,710,438,4.253738,263.9167,115.25,712,566,105,31,10,1,385,11615,4.672564,438,143,23,16,183,9,62,0,13,0.487607,35.09,2.6,0.74,5.1,1125,734,284,75,32,4922,109,470,316,77,50,103,152970.1669,52635.41326,3009.17505,27378.4804,40265.93937,6129.53485,5725.82083,47373.45321,39343.593,1116,1116,292,810,6623
6717,5606,305,27,95,46,555,537.3335,3928.293305,681.1551689,2559.617213,10433,4.510592304,5243,5190,4384,4319,2241,2607,3504,1383,698,36.67158,34.05335,70.72492,50.46999,3084,12.26876,-2.01284,74.09182,68.62839,5.463433,2.12,29.56005,2381,212,142,288,46,9.661049,365.0833,160.8333,679,560,85,29,5,83,5371,2812,7.393603,2313,178,31,51,109,692,1242,0,8,3.976311,43.61,2.1,0.57,0.1,1664,686,615,239,124,5910,80,456,508,354,170,96,182628,86514.89595,5711.61416,6881.71376,80283.02297,8829.20357,6885.80336,78434.95289,45615.14413,2280,1297,204,650,6436
6887,5316,530,180,53,104,618,559.4023,4255.874493,1564.298221,2088.805935,9503,8.402298851,4765,4738,4439,3872,1705,3118,3021,1156,503,27.77325,27.02395,54.7972,43.51211,2682,7.471325,4.314427,115.5425,83.65779,31.88467,2.12,28.22267,1655,658,207,106,52,3.40537,177.9167,76.5,975,790,149,33,3,41,2508,6651,3.359158,1131,139,19,78,84,563,246,6,260,3.246882,51.44,2.1,0.57,0.4,1584,920,378,183,103,5051,56,680,547,192,69,40,224371.437,52494.68086,18824.22292,10693.19694,59049.66513,4840.0122,3936.32513,64842.30177,32105.3961,3707,1092,186,406,4201
9334,7241,697,128,72,228,795,511.8038,6125.682697,2407.067636,2503.071712,14148,7.782178218,7115,7033,6015,6259,2782,3735,4869,2008,754,32.3338,32.10135,64.43515,37.5498,3862,9.117897,0.777495,77.53746,71.38818,6.149279,2.21,27.29714,2048,1211,396,111,85,6.222033,259.0833,98.58333,1524,1233,238,48,5,59,2121,14349,3.686865,1818,222,33,75,103,1073,298,10,124,0.722648,46.25,2.2,0.59,0.2,2736,1633,677,302,124,6919,89,1108,982,341,124,92,78028.43952,51152.7322,3267.06357,20971.9027,65192.93624,3944.89545,2932.82123,66636.18554,39878.16953,5946,1910,271,793,2829
10345,7704,656,54,12,94,1693,477.8563,5788.521987,968.8116918,3332.960347,16122,8.62600321,8509,7613,6710,6762,2761,3860,5688,2596,1217,28.91705,39.93506,68.85212,46.87982,5580,10.73068,-2.23297,80.5111,70.77286,9.738246,2,34.61109,4529,618,119,92,218,4.227204,370.6667,172.4167,1859,1622,194,39,4,56,2839,10275,4.89152,1869,202,71,79,153,580,620,111,326,3.39854,42.94,2,0.63,0.3,2289,1031,781,349,128,11093,163,1103,436,179,142,266,198409.1596,101240.093,35741.47019,28135.87355,84366.13288,23277.9925,6041.99364,73905.53399,49852.88793,3911,1590,356,668,5113
52768,39578,3096,319,206,435,8745,619.064,23494.51444,4948.581703,14235.23709,63932,8.419860398,33064,30868,27661,26777,11272,15334,23399,9586,4341,29.1018,35.95642,65.05822,45.28479,24752,8.69674,-0.9385,77.34781,70.88782,6.459989,2.04,38.71614,19791,2670,893,458,903,3.549691,1074.917,454.8333,10100,9125,841,121,13,114,5571,50072,3.541674,7593,886,99,128,305,5024,730,45,295,1.247916,46.65,2.1,0.61,0.3,10332,5662,3144,1154,372,39586,875,4532,2759,786,484,896,1150903.942,452310.2102,61311.87497,249630.9011,431408.8652,56505.65099,58691.41941,417649.0515,300595.3289,10477,6930,1595,2810,5192
47652,37166,2773,487,176,395,6000,455.5103,39858.59568,16558.9656,13781.29805,81592,28.03848797,42325,39267,41016,29359,12887,26969,25928,10570,5238,24.36244,29.88449,54.24693,49.55535,20046,9.326895,1.777135,89.28571,87.10413,2.181586,1.92,24.56859,11821,3573,2719,1133,747,3.755459,1377.083,577.25,8031,6671,1087,241,32,146,7150,73798,2.887186,2910,704,192,145,349,649,810,48,341,1.03086,45.54,1.9,0.58,0.4,7821,1804,4245,1167,605,45884,130,1302,1888,1853,1152,1496,736613.6356,477678.5915,6530.58383,211501.7529,642142.5389,128919.3283,36212.10394,713669.9331,341668.146,19478,7361,1133,3618,1061
10034,7732,658,137,91,143,1159,525.7718,7034.091669,2074.674141,3604.862026,14706,9.916385705,7373,7333,6366,6279,2842,4076,5175,1990,623,30.721,28.2456,58.9666,31.30653,2586,8.499932,1.495988,81.25935,60.11152,21.14783,2.17,17.58466,1644,575,202,107,56,5.815494,264.4167,119.5,904,716,153,35,0,83,3015,4970,3.198684,1483,192,40,111,137,484,515,7,148,4.274327,46.22,2.2,0.58,0.1,2495,1377,749,222,147,7276,120,1097,898,319,46,15,106170.652,53942.31131,11008.31715,27142.80771,81769.47984,14450.1685,2719.99238,82617.33929,44186.34355,2897,1451,291,742,306
13593,11008,872,207,132,106,1103,611.6235,7424.624733,945.6923655,4769.208411,17998,7.1992,9258,8740,8242,7124,3710,5326,5924,2172,866,32.97778,27.00444,59.98222,39.87109,5717,8.334259,2.111346,90.17669,72.34137,17.83532,2.2,31.76464,4380,546,351,334,85,3.552207,500.25,181.6667,1803,1534,231,36,2,217,2176,10485,5.28287,2500,212,47,135,229,969,749,79,269,2.242543,41.27,2.2,0.65,0.3,2091,946,764,254,127,9186,120,788,565,328,114,176,225856.4269,146796.7119,1658.67956,27880.2654,119749.8728,39441.3894,9470.48717,104494.325,58243.90091,3737,2066,340,1083,6136
9536,7401,669,136,118,136,1005,537.7852,5730.065134,2948.795997,2138.025948,13762,11.52596315,7242,6520,5658,6166,2841,2822,5164,2063,872,35.57476,36.75182,72.32657,42.26854,3114,9.809621,0.363319,82.03749,66.63276,15.40474,2.24,22.62753,2357,271,216,94,148,1.35245,193.9167,91.41667,1114,999,101,12,2,92,1268,4825,2.681113,1194,224,24,23,74,285,541,0,139,2.517773,51.32,2.2,0.57,0.2,2399,1231,848,222,98,6752,82,740,946,490,101,40,224502.6386,141133.5796,18308.96848,9369.50949,122946.5769,22351.13759,4647.2861,111655.7077,86856.89273,1324,1324,305,779,156
13972,10058,886,140,282,124,2378,665.6519,5621.923406,922.3490324,4133.77122,15110,4.756059175,7779,7331,6469,6601,2657,3483,5531,2447,992,29.47637,38.15176,67.62813,40.53944,3456,8.471211,-1.32363,78.75579,66.3137,12.44209,2.16,22.87227,3128,113,85,54,59,2.148882,173.4167,70.83333,1923,1664,215,36,8,187,6520,9466,2.497033,3177,335,33,113,194,1935,526,9,43,2.975496,47.97,2.2,0.57,0.2,3900,2380,1313,136,71,8570,270,2287,988,225,66,64,154985.7997,52941.11119,3192.56059,29488.72666,92181.60039,20863.3318,6339.24422,85436.85568,58687.36249,3221,1284,305,621,5254
16008,11776,1383,146,48,93,2450,511.0224,7055.70463,3134.103583,3262.387102,23044,23.18309859,11536,11508,9977,9908,5066,6370,7572,3008,1028,36.33625,28.9485,65.28475,34.17553,10011,4.426315,5.988544,122.8085,93.12619,29.68235,2.56,43.44298,5955,1337,991,1102,594,6.590827,610.75,282.6667,1663,1309,275,72,7,34,4836,15489,5.739499,994,176,35,120,254,42,354,1,124,0.400464,31.39,2.6,0.81,3,1467,732,479,174,82,9489,155,439,335,118,91,329,277608.0687,85333.88188,11449.95348,44716.33127,122351.4388,39644.03191,23483.80639,108757.3985,85653.12047,2640,2640,582,1333,6630
13691,10965,721,92,59,166,1538,623.9686,7434.518633,750.7306034,5357.948777,17573,6.122996516,8936,8637,7520,7347,3561,4895,5994,2290,833,32.70273,28.68032,61.38305,36.37555,5804,7.568429,3.072896,69.65231,69.19706,0.455244,2.49,33.02794,4515,738,149,268,129,3.666058,488.5,207.9167,1224,1045,147,24,8,30,3374,7813,4.951989,2870,242,25,157,125,1298,786,42,42,0.856164,37.76,2.5,0.72,0.4,2513,1483,744,224,62,8760,155,1176,622,230,196,134,174074.27,81451.61895,1706.6576,31675.12494,90225.00888,16692.1716,10864.13069,92259.4617,53817.78255,2571,1898,336,1071,6153
