BFS,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34
3427,0.002440214738897023,51.93435822352376,0.299170326988775,0.19716935090287946,1.6751269035532994,0.17254010357458632,0.3914104441190825,5.98405885959534,37419.15802318487,75099.99999999991,2010.0,1999.0,1618.0,2993.0,2.0,6.0,1772.25,10291.634999999998,1110.1,2369.8599999999997,1.5439238653001464,4.0,4.0,6.5,529000.0,1065399.9999999986,1980.0,1900.0,5.018545632015617,1.0,1031.4,9393.6,429.95,1260.08
3443,0.0023370553103090105,50.89639054790973,0.29966242534406645,0.14957153985977667,1.683574879227053,0.21329271669897534,0.386652817450013,6.002484472049689,35417.33251382913,63000.0,2010.0,1999.0,1685.0,2979.0,2.0,5.0,1648.05,10134.9625,1126.3,2245.1499999999996,1.6413918462736952,4.0,4.5,6.5,537000.0,992000.0,1981.0,1910.0,4.898467930407686,1.0,974.3,7301.689999999991,430.7,1152.375
3787,0.0,54.848758465011315,0.28555304740406323,0.309255079006772,1.5616438356164384,0.1742722265932337,0.4142212189616253,5.976415094339623,51834.49883449884,135399.99999999985,2009.0,1995.4,1984.0,4168.4,2.0,6.0,2215.5,15700.229999999994,1404.6,3764.399999999998,1.6218961625282167,4.0,3.5,6.0,640000.0,8215399.999999997,1987.0,1895.0,4.713318284424379,1.0,1058.5,14641.934999999989,460.8,2089.895
3851,0.002909090909090909,52.46181818181822,0.27345454545454545,0.21963636363636363,1.575221238938053,0.12432188065099457,0.36363636363636365,6.239740820734341,41959.915611814344,77699.99999999993,2010.0,1998.65,1968.0,2993.0,2.0,6.0,1747.625,9922.1625,1207.65,2305.6549999999997,1.514181818181818,4.0,3.5,5.5,700500.0,1513950.0,1979.0,1699.9,5.151272727272727,1.0,800.0,6486.039999999998,428.65,1401.0874999999974
3901,0.001600284495021337,51.30387624466562,0.22297297297297297,0.2071479374110953,1.6083690987124464,0.16123853211009173,0.38051209103840683,6.1751946607341495,39018.66081229418,72000.0,2010.0,1998.0,1956.0,2993.0,2.0,6.0,1565.35,9562.279999999999,1143.15,2284.4949999999994,1.5316500711237553,3.0,3.5,5.5,606000.0,1354000.0,1973.0,1900.0,5.447190611664296,1.0,991.45,7698.8325,396.95,1203.6
3921,0.0,52.301564722617286,0.32574679943101,0.16500711237553342,1.673913043478261,0.21839080459770116,0.32432432432432434,6.209737827715355,39485.18518518518,74000.0,2010.0,1998.0,1968.0,2993.0,2.0,5.0,1354.4,9426.460000000001,1275.6,2299.9,1.6571834992887624,3.0,3.75,6.0,550000.0,988000.0,1972.0,1747.0,4.51778093883357,1.0,970.025,15830.0,446.525,1270.6
4001,0.0006758278891642261,50.88961477810312,0.29421040774949314,0.26379815273710294,1.6671664167916043,0.21101920517208594,0.374633926560036,5.833804809052334,37865.870786516854,75000.0,2010.0,1998.0,1781.0,2993.0,2.0,6.0,1539.55,12082.769999999997,1135.15,2542.694999999997,1.554629421040775,3.0,3.5,6.0,650000.0,1382000.0,1960.0,1902.1,5.440639783735075,1.0,966.675,6611.092499999998,419.825,1140.9999999999977
4003,0.0,51.0610221205186,0.3905415713196034,0.2784134248665141,1.648936170212766,0.10462054105817573,0.38367658276125094,6.02020202020202,36275.100401606425,68149.99999999997,2010.0,1999.0,1618.0,2976.6,2.0,6.0,1629.35,8472.925,1164.0500000000002,2396.6199999999994,1.6712433257055683,4.0,4.0,6.5,586000.0,1139050.0,1960.0,1910.8,4.581235697940503,1.0,994.0,11583.837500000001,442.725,1035.1599999999999
4012,0.0,53.06381660470879,0.4070631970260223,0.31784386617100374,1.7309941520467835,0.16156156156156157,0.3798017348203222,5.936482084690554,35468.29268292683,68000.0,2010.0,1997.0,1598.0,2976.0,2.0,6.0,1596.75,9182.760000000004,1140.5,2348.5,1.2032218091697646,3.0,4.0,6.0,556500.0,1074349.9999999995,1983.0,1938.8,3.9913258983890954,1.0,1070.25,7529.8,437.25,964.3849999999999
4021,0.000992063492063492,48.62070105820112,0.3230820105820106,0.2771164021164021,1.5860113421550095,0.157319737800437,0.3776455026455027,5.8204833141542,38904.545454545456,75049.99999999996,2010.0,1999.0,1796.0,2993.0,2.0,6.0,1641.175,10104.817499999986,1173.5,2331.4,1.7728174603174602,4.0,3.5,6.0,670000.0,1715000.0,1980.0,1900.0,5.242724867724868,1.0,1014.4749999999999,6775.699999999996,426.45,1051.9599999999998
4040,0.002824858757062147,52.01600753295679,0.2024482109227872,0.339924670433145,1.51131221719457,0.09209955771398838,0.3644067796610169,6.058988764044944,37166.666666666664,69750.0,2010.0,1998.0,1787.5,2987.0,2.0,6.0,2057.4,12353.65,1162.7,2250.45,1.5169491525423728,3.0,3.5,5.5,583000.0,1137700.0000000002,1981.0,1914.0,5.515065913370998,1.0,1000.0,7249.374999999998,395.85,829.115
4045,0.0010993037742762918,53.400513008428106,0.32869182850861123,0.23671674606082815,1.6797385620915033,0.13289505721938155,0.38182484426529867,6.1450839328537175,38070.07125890737,73949.99999999993,2010.0,1999.0,1795.0,2993.0,2.0,6.0,1695.9,10979.327499999996,1129.7,2587.12,1.73616709417369,4.0,4.0,6.0,628000.0,1248000.0,1963.0,1904.0,5.0014657383657015,1.0,1115.8,9055.280000000002,434.2,1075.4799999999989
4082,0.0028517110266159697,53.58982889733829,0.36311787072243346,0.24287072243346008,1.5921375921375922,0.13296258847320525,0.37214828897338403,5.781908302354399,36306.84596577017,71000.0,2010.0,1997.0,1762.0,2993.0,2.0,5.0,1545.675,9304.87249999997,1164.1,2316.5,1.6611216730038023,4.0,4.5,6.5,601000.0,1094500.0000000005,1985.0,1917.5,4.011882129277566,1.0,1046.0,8086.4,452.6,1103.1299999999994
4095,0.003767491926803014,55.283638320775026,0.36598493003229277,0.19967707212055974,1.6842105263157894,0.16583363084612637,0.36490850376749195,6.179347826086956,34935.48387096774,65000.0,2010.0,1998.0,1598.0,2967.9999999999995,2.0,5.0,1652.575,9113.6625,1123.1,2254.059999999998,1.9806243272335844,4.0,4.0,6.0,555000.0,977199.999999999,1967.0,1900.0,4.952637244348762,1.0,1144.0,6439.0,461.6,1097.7649999999999
4182,0.0,45.25541125541122,0.4329004329004329,0.24242424242424243,1.8421052631578947,0.009375,0.2987012987012987,6.009345794392523,35327.102803738315,67399.99999999997,2010.0,1999.0,1798.0,2973.2999999999997,1.0,4.0,1508.025,7035.874999999999,1130.7,2202.1299999999997,1.4112554112554112,3.0,4.5,6.0,723000.0,1378999.9999999998,1994.0,1901.8,4.238095238095238,1.0,1095.1,6868.724999999999,445.6,993.8999999999997
4201,0.0004716981132075472,50.741509433962165,0.36886792452830186,0.2528301886792453,1.7127659574468086,0.22308744606966222,0.3754716981132076,5.867007672634271,36005.0505050505,72449.99999999993,2010.0,1997.0,1685.5,2992.35,2.0,6.0,1560.75,9754.859999999993,1076.9499999999998,2403.525,1.620754716981132,3.0,4.0,6.5,590000.0,1036799.9999999995,1985.0,1911.5,5.004716981132075,1.0,849.0,8083.629999999977,436.65,1079.5999999999995
4254,0.0017398869073510222,49.50804697694639,0.38712483688560245,0.2466289691170074,1.6928104575163399,0.2106661779529002,0.355806872553284,6.134736842105263,34762.747138397506,64000.0,2010.0,2000.0,1651.5,2987.0,2.0,6.0,1472.95,9422.7,1140.5500000000002,2289.3999999999974,1.683340582862114,3.0,4.5,6.0,607000.0,1128000.0,1987.0,1925.0,4.284036537625054,1.0,1052.75,6708.219999999996,476.6,1100.01
4258,0.0052434456928838954,53.700000000000045,0.300749063670412,0.27640449438202247,1.5775510204081633,0.20019494638974283,0.3842696629213483,6.048728813559322,36524.65897166842,72000.0,2010.0,2000.0,1598.0,2987.0,2.0,6.0,1586.275,8956.8625,1134.4499999999998,2093.3149999999982,1.7191011235955056,4.0,3.5,6.0,584500.0,1353250.0,1972.0,1900.0,5.321348314606742,1.0,1008.4,7059.25,420.25,1129.25
4280,0.003017241379310345,49.76551724137926,0.36810344827586206,0.2646551724137931,1.7240663900414939,0.17171193842054622,0.3577586206896552,5.884254431699687,35137.53877973113,64699.999999999935,2010.0,1999.35,1598.0,2967.0,2.0,6.0,2181.05,10718.94000000001,1157.25,2218.12,1.7788793103448275,3.0,4.0,6.5,611000.0,1102000.0,1967.0,1900.0,4.29698275862069,1.0,1466.3,20295.49999999993,434.5,1054.9199999999998
4289,0.00266844563042028,49.89593062041354,0.35456971314209473,0.21747831887925284,1.7255244755244756,0.2593425605536332,0.3552368245496998,5.75625,35586.93733451015,69399.99999999987,2010.0,1997.6,1598.0,2987.0,2.0,6.0,2102.95,13861.390000000005,1121.7,2253.8399999999997,1.8875917278185457,4.0,4.0,6.5,652500.0,1325500.0,1960.0,1874.6,5.127751834556371,1.0,1698.8,19991.7,424.67499999999995,1135.7924999999996
4401,0.011394891944990177,51.383889980353615,0.2770137524557957,0.33084479371316305,1.5908183632734532,0.5324267782426778,0.3886051080550098,5.8248756218905475,36435.64356435643,71000.0,2010.0,1998.0,1679.0,2993.0,2.0,6.0,1986.225,11226.18499999999,1188.8,2451.4,1.5100196463654223,3.0,4.0,6.5,600000.0,1103000.0,1981.0,1900.0,5.080943025540275,1.0,1098.0,9218.95,394.025,1172.55
4436,0.004545454545454545,52.13352272727275,0.32727272727272727,0.25795454545454544,1.587467362924282,0.16291770804406183,0.37613636363636366,5.80551724137931,34356.74931129476,67750.0,2009.0,1997.0,1598.0,2973.75,2.0,6.0,1637.15,10955.174999999961,1081.75,2199.5499999999993,1.4477272727272728,3.0,4.5,6.5,578000.0,1041199.9999999998,1980.0,1899.0,4.84375,1.0,1200.0,11043.100000000004,414.3,1114.6
4461,0.0029083294555607257,51.64483480688682,0.3744765006979991,0.27326663564448583,1.744817374136229,0.644088116289525,0.3821544904606794,5.670278637770898,33558.205128205125,63000.0,2009.0,1998.0,1598.0,2967.0,2.0,5.0,1452.15,10141.55,1092.4,2244.3999999999996,1.5326896230805025,3.0,4.5,6.5,577000.0,999000.0,1981.0,1900.0,4.386924150767799,1.0,1041.9,9225.807499999963,451.8,1270.1599999999994
4566,0.005921539600296077,51.766345916604905,0.308413520848754,0.19393042190969653,1.617283950617284,0.32166666666666666,0.41179373303725636,5.748579545454546,34504.207573632535,66000.0,2010.0,1998.0,1598.0,2967.0,2.0,5.0,1506.75,8918.85,1112.4,2134.8,1.5020972119417715,3.0,4.0,6.5,572000.0,1154000.0,1981.0,1900.0,5.152973106340982,1.0,897.8,5757.599999999995,417.575,1241.65
4671,0.0024457352491592784,52.4179150107002,0.3191684500152858,0.37542036074594926,1.6157894736842104,0.1517161410018553,0.4087435035157444,5.849250197316496,37749.60998439937,74000.0,2010.0,1997.0,1795.0,2993.0,2.0,6.0,1590.425,10858.037499999999,1153.55,2433.455,1.4179150107000917,3.0,3.5,6.5,560000.0,1109000.0,1980.0,1900.0,4.765209416080709,1.0,1048.0,7703.279999999989,411.525,1160.9575
4946,0.005380200860832138,51.2374461979914,0.3748206599713056,0.21197991391678622,1.7341549295774648,0.2469879518072289,0.3744619799139168,5.8431372549019605,34906.360424028266,68000.0,2010.0,1998.0,1598.0,2977.5,2.0,6.0,1503.6,10960.034999999994,1119.2,2139.94,1.8407460545193688,4.0,4.0,6.0,625000.0,1247500.0,1979.0,1899.0,4.880559540889527,1.0,1172.5,10019.345000000005,453.1,1339.1625
5002,0.00169548999660902,54.11664971176674,0.3982706002034588,0.2449983045100034,1.5639013452914798,0.13747931283653061,0.3989487962021024,5.92609182530795,32585.84729981378,60000.0,2011.0,1999.0,1586.0,2494.0,2.0,7.0,2997.125,14930.299999999996,1256.5,2462.340000000001,0.7221091895557816,2.0,4.0,6.0,535000.0,1100899.9999999998,1984.5,1900.0,3.524245506951509,1.0,1432.95,10479.144999999999,460.4,1899.8349999999998
5113,0.0033497096918267085,56.957570343903626,0.2702099151406878,0.24207235372934346,1.5604651162790697,0.27775710209651405,0.4551138901295221,5.814599483204135,33004.47570332481,67849.99999999991,2011.0,1997.0,1499.0,2987.0,2.0,6.0,2720.625,15794.022499999975,1194.1,2203.2,0.9207235372934346,3.0,3.5,6.0,401000.0,1367999.9999999972,1978.0,1900.0,4.887673068334077,1.0,989.5,8881.325,343.75,1557.5
5192,0.003221113881961762,56.32585203657527,0.375831255195345,0.3226309226932668,1.5715378729915839,0.15053494337733841,0.41230257689110555,5.85928303905832,36371.169730881964,75000.0,2011.0,1999.0,1598.0,2993.0,2.0,7.0,3225.05,16527.5,1241.4,2784.979999999996,0.9088736492103076,3.0,3.5,6.0,550000.0,1420600.0000000005,1982.5,1900.0,3.977763923524522,1.0,1320.0,10252.724999999997,439.65,2059.7674999999995
5250,0.010380622837370242,55.1280276816608,0.22145328719723184,0.36562860438292966,1.4482758620689655,0.10406913935902053,0.39215686274509803,5.705128205128205,30717.557251908398,58399.99999999998,2011.0,1997.0,1497.0,2199.0,2.0,6.199999999999989,2136.9,12525.262499999999,1051.6,2215.0599999999995,0.7773933102652826,2.0,3.5,6.0,600000.0,1339499.9999999977,1986.0,1950.85,4.341407151095733,1.0,1135.0,11518.547499999977,363.7,1411.4
5254,0.0024342745861733205,56.51217137293088,0.44644595910418694,0.2667964946445959,1.4844961240310077,0.13593646591661152,0.3870496592015579,5.673913043478261,31784.94623655914,60000.0,2011.0,1999.0,1498.0,2477.0,2.0,7.0,3400.3,14631.139999999994,1138.6999999999998,2530.6849999999995,0.8334956183057449,3.0,4.0,6.5,605000.0,1334300.000000001,1985.0,1900.0,3.497078870496592,1.0,1351.0,11039.865,463.0,2015.7399999999998
5401,0.0,49.154471544715534,0.23252032520325203,0.3008130081300813,1.7266666666666666,0.06174078907740187,0.3967479674796748,6.177606177606178,33073.359073359075,60199.999999999985,2010.0,1998.9,1598.0,2520.8499999999963,2.0,5.449999999999989,1968.45,11028.10999999999,1114.1,2387.3399999999997,1.0260162601626017,3.0,3.5,6.0,554000.0,1123000.0,1980.0,1794.6,4.7560975609756095,1.0,1048.0,11052.709999999997,334.6,1005.03
5583,0.0029940119760479044,50.16467065868255,0.26646706586826346,0.3532934131736527,1.5737704918032787,0.04244503748888042,0.344311377245509,5.935483870967742,37269.230769230766,79750.0,2010.0,2000.0,1598.0,2993.5,2.0,6.0,2025.0,10509.55,1231.45,2443.0,1.3293413173652695,3.0,3.5,6.5,650000.0,1168799.9999999998,1985.0,1933.5,3.9221556886227544,1.0,1741.5,9294.099999999999,361.15,1308.45
5586,0.0053877960155369,47.33141210374629,0.11101365743641148,0.30785615837614333,1.5477911646586346,0.057913068717799866,0.44693647412604937,6.117782909930716,34172.58495609011,64000.0,2010.0,1999.0,1598.0,2920.8000000000047,2.0,7.0,1953.2,11130.25,1135.8,2285.2700000000004,1.5936599423631124,3.0,3.0,5.5,594000.0,1676800.0,1973.5,1890.0,5.797143215135947,1.0,1000.0,9373.257499999996,320.32500000000005,946.3
5589,0.004098360655737705,49.30191256830608,0.1912568306010929,0.32650273224043713,1.5213675213675213,0.06068142253170853,0.4057377049180328,5.702898550724638,32300.72463768116,67000.0,2010.0,1997.8,1590.0,2818.7999999999984,2.0,7.0,2592.0,12406.35,1165.1,2794.879999999999,1.5819672131147542,3.0,3.0,6.0,641000.0,2781000.0,1983.0,1911.0,5.189890710382514,1.0,1026.6,10789.269999999988,342.5,1281.3400000000004
5590,0.0008613264427217916,55.40310077519371,0.2540913006029285,0.2678725236864772,1.6149732620320856,0.06460048965056756,0.4272179155900086,5.967828418230563,39005.29100529101,81149.99999999997,2011.0,1999.85,1598.0,3024.2999999999956,2.0,6.0,2273.75,9133.75,1315.0,2921.48,1.6554694229112834,4.0,3.5,6.5,644000.0,1856000.0,1970.0,1907.5,5.04823428079242,1.0,1116.0,13248.419999999995,402.85,1431.7099999999998
5591,0.0033259423503325942,47.36696230598659,0.12749445676274945,0.38470066518847007,1.4565217391304348,0.043950689470350336,0.3835920177383592,6.120786516853933,33891.36490250696,59099.99999999996,2010.0,1999.0,1598.0,2669.6999999999953,2.0,7.0,2004.95,12637.079999999998,1234.7,2375.1699999999973,1.3902439024390243,3.0,3.0,5.924999999999983,538000.0,973799.9999999986,1981.5,1905.15,5.036585365853658,1.0,989.35,9986.799999999996,313.35,827.6399999999999
5624,0.0069124423963133645,50.05760368663596,0.23963133640552994,0.30414746543778803,1.5368421052631578,0.052491533623609095,0.4032258064516129,5.863354037267081,33493.90243902439,61549.999999999985,2010.5,2000.15,1598.0,2494.0,2.0,8.0,2348.15,7102.230000000001,1301.7,2347.959999999999,1.6036866359447004,4.0,3.5,6.0,521000.0,940799.9999999997,1980.5,1920.45,4.755760368663594,1.0,868.75,7587.79999999999,378.625,948.8324999999992
5635,0.0016891891891891893,48.3327702702702,0.17398648648648649,0.34290540540540543,1.5204081632653061,0.04796629395559877,0.40371621621621623,5.943478260869565,34824.03433476395,61000.0,2010.0,2000.0,1598.0,2616.599999999993,2.0,8.0,1843.8,12847.159999999996,1287.7,2136.179999999998,1.4442567567567568,3.0,3.5,5.5,613000.0,1742799.9999999995,1980.5,1924.2,4.802364864864865,1.0,1195.85,8320.0,347.1,990.2899999999994
5642,0.001075268817204301,51.01397849462364,0.1774193548387097,0.2709677419354839,1.6385542168674698,0.058531059223362075,0.443010752688172,5.975155279503106,33625.386996904024,63499.99999999988,2011.0,2001.0,1596.0,2494.0,2.0,6.75,1964.6,11089.572499999997,1222.9,2536.7399999999966,1.8451612903225807,4.0,3.5,6.0,543000.0,1136000.0,1972.0,1824.6,5.835483870967742,1.0,1042.35,10240.914999999997,359.0,927.0150000000001
5721,0.006745362563237774,46.46711635750421,0.2622259696458685,0.2917369308600337,1.6160458452722064,0.09125182734477187,0.418212478920742,6.22108843537415,34677.96610169492,64000.0,2011.0,2001.0,1598.0,2961.4000000000005,2.0,6.149999999999977,2382.55,13312.129999999994,1227.25,2363.8349999999996,1.636593591905565,3.0,3.5,6.0,626000.0,995550.0,1996.0,1954.0,4.45362563237774,1.0,948.0,8870.489999999982,416.875,1147.5974999999999
5724,0.005820721769499418,49.658323632130305,0.19732246798603026,0.3020954598370198,1.5251256281407035,0.08474743488555643,0.41734575087310827,6.098748261474269,36290.27777777778,70049.99999999996,2011.0,2000.0,1598.0,2967.999999999999,2.0,7.0,2750.55,14640.025,1263.3,2469.58,1.7863795110593714,4.0,3.5,5.5,579000.0,1428500.0,1987.0,1900.0,5.253783469150175,1.0,1164.55,8541.0875,394.9,1093.04
5822,0.0064794816414686825,47.83909287257029,0.25377969762419006,0.2386609071274298,1.6192468619246863,0.09761754164031204,0.3952483801295896,6.113456464379947,31485.714285714286,57000.0,2010.0,2000.0,1587.0,2305.399999999996,2.0,6.0,1689.25,9000.699999999999,1242.1,2703.279999999996,1.4924406047516199,3.0,3.5,6.0,561000.0,1168099.9999999993,1986.0,1904.9,5.10475161987041,1.0,1210.975,9983.6875,397.675,1149.1525000000001
5886,0.005244755244755245,54.56643356643349,0.26267482517482516,0.29895104895104896,1.5436619718309859,0.08592136392654624,0.44667832167832167,5.946043165467626,39776.59574468085,87000.0,2010.0,1997.0,1796.0,2997.65,2.0,6.0,2080.15,10025.154999999995,1166.9,2809.7299999999996,1.3868006993006994,4.0,3.5,6.5,708000.0,2033000.0,1970.0,1860.0,5.161276223776224,1.0,1073.9,11748.359999999986,344.55,1295.4
5889,0.012295081967213115,53.62704918032796,0.2691256830601093,0.21311475409836064,1.5297619047619047,0.06282183316168898,0.4453551912568306,5.986159169550173,33505.154639175256,68000.0,2011.0,2000.0,1560.0,2400.0,2.0,5.0,1467.55,10328.859999999997,1197.0,2688.8599999999997,1.290983606557377,3.0,3.5,6.0,673000.0,1511150.0,1980.0,1888.0,5.129781420765028,1.0,905.225,9067.972499999993,380.85,1254.6324999999997
5890,0.007778738115816767,48.56179775280907,0.12618841832324978,0.29818496110630943,1.6061946902654867,0.05849342770475228,0.4857389801210026,5.809876543209876,32358.72235872236,61699.999999999985,2010.0,2000.0,1598.0,2612.199999999999,2.0,7.0,1725.525,15955.224999999999,1135.5,2266.96,1.2869490060501296,3.0,3.0,5.5,585000.0,1343249.9999999998,1958.0,1846.0,6.005185825410544,1.0,878.0,7530.809999999999,317.65,805.129999999998
5938,0.009583333333333333,48.72375000000011,0.1975,0.32125,1.6628099173553719,0.08006138039163359,0.4170833333333333,5.953907815631262,32267.13008937438,59000.0,2010.0,1999.0,1596.0,2495.65,2.0,6.5,2115.775,11784.957499999995,1245.1,2344.1449999999995,1.6420833333333333,4.0,3.5,6.0,581000.0,1096600.0,1980.0,1916.75,5.354583333333333,1.0,1025.0,7250.0,362.05,1017.4299999999996
6002,0.004441812259401836,55.13266212614758,0.4053893988747409,0.16168196624222683,1.7147385103011092,0.2566499468004256,0.3402428190701806,6.412931034482758,40526.54109589041,73649.99999999987,2009.0,1998.35,1968.0,3189.0,2.0,5.0,1717.85,12369.75,1053.1999999999998,2296.9,1.2783535682558484,3.0,4.5,6.0,484000.0,1021000.0,1981.0,1800.0,4.769618004145691,1.0,1340.45,14000.0,466.5,1871.3
6136,0.0006574621959237344,51.35568704799471,0.4174884944115713,0.22419460880999342,1.646341463414634,0.08450938993221468,0.4260355029585799,5.896907216494846,33715.7464212679,61000.0,2010.0,1999.0,1598.0,2665.3999999999905,2.0,6.0,2062.575,15283.469999999985,1192.4,2465.4199999999983,1.643655489809336,4.0,3.5,6.0,500000.0,1305399.9999999998,1982.0,1906.05,4.85733070348455,1.0,1077.0,11088.470000000003,467.95,2289.9974999999995
6153,0.006340057636887608,52.68645533141216,0.37175792507204614,0.2570605187319885,1.6981132075471699,0.19746201559210153,0.4282420749279539,5.877329192546584,34656.34674922601,65000.0,2009.0,1999.0,1598.0,2967.0,2.0,6.0,1983.0749999999998,10591.050000000001,1201.4,2402.6,1.0507204610951009,3.0,3.5,5.5,550000.0,1040000.0,1983.0,1927.55,4.813256484149856,1.0,966.25,8669.144999999997,417.95000000000005,1838.35
6248,0.003589375448671931,55.56245513280692,0.477745872218234,0.2383345297918162,1.6121495327102804,0.16566569542724624,0.40344580043072503,6.066326530612245,34965.58704453441,69000.0,2009.0,1998.0,1598.0,2967.0,2.0,5.0,1704.05,11934.859999999999,1211.45,2485.2949999999996,1.4673366834170853,3.0,3.5,6.0,476000.0,1051200.0,1970.0,1900.0,4.291816223977028,1.0,1088.9,16915.0,474.4,2002.5249999999996
6266,0.004114230396902226,54.14254598257503,0.48451113262342693,0.19530493707647628,1.7563249001331558,0.12028061595784939,0.40924491771539206,6.052432090966519,35396.85534591195,70099.99999999991,2009.0,1998.0,1598.0,2979.0,2.0,6.0,1965.65,12065.1,1185.8,2443.0999999999985,1.431026137463698,3.0,4.0,6.5,500000.0,1069550.0,1980.0,1900.0,3.924975798644724,1.0,1207.5,11084.55,501.85,2196.9625
6297,0.002306805074971165,54.78200692041514,0.4186851211072664,0.18108419838523646,1.7014925373134329,0.22443696608853222,0.33794694348327564,6.1208791208791204,39666.666666666664,74449.99999999993,2008.0,1998.0,1968.0,2996.15,2.0,5.0,1796.175,11535.539999999952,1230.5,2322.285,1.3264129181084199,3.0,4.0,6.0,384000.0,1037350.0,1980.0,1840.0,4.279123414071511,1.0,1002.7,9600.95,457.65,1830.6999999999996
6300,0.0018484288354898336,50.275415896488084,0.3179297597042514,0.14602587800369685,1.7857142857142858,0.09467973398669934,0.37707948243992606,6.929133858267717,51061.53846153846,94100.0,2010.0,2000.0,1995.0,3900.0999999999995,2.0,5.0,2564.1000000000004,11838.85499999999,1406.0,2506.8199999999997,1.2476894639556377,3.0,2.5,6.8999999999999915,420000.0,1530599.9999999995,1987.5,1948.65,5.55822550831793,1.0,1156.95,7191.437499999998,414.95,2013.4649999999992
6412,0.007763975155279503,54.83229813664593,0.26242236024844723,0.21428571428571427,1.4653465346534653,0.10867364157948026,0.4642857142857143,5.878787878787879,32537.688442211056,59000.0,2011.0,1998.9,1597.0,2452.5999999999995,2.0,7.349999999999994,2596.45,9771.959999999995,1256.8,2309.0699999999993,1.5357142857142858,3.0,3.5,5.5,624000.0,1299200.0,1951.0,1902.0,5.751552795031056,1.0,826.2,8300.149999999998,435.425,1262.7774999999992
6421,0.014565677966101694,53.617673022598865,0.243555790960452,0.17593573446327684,1.6283934134401423,0.2907224432182728,0.4395303672316384,5.911472228959496,31881.015082595164,58000.0,2011.0,1999.0,1595.0,2461.0,2.0,8.0,2627.2,12756.4,1339.3,2509.2999999999997,1.6622528248587571,3.0,3.5,6.0,600000.0,1461000.0,1960.0,1900.0,5.9496822033898304,1.0,937.65,9100.95,415.05,1208.25
6436,0.016520392359318535,55.953536396489426,0.2973670624677336,0.1874032008260196,1.6105769230769231,0.5569826512029138,0.4068146618482189,6.07579185520362,30193.47581552306,54000.0,2011.0,1999.0,1586.0,2400.0,2.0,7.0,2409.5,12415.25,1388.6999999999998,2428.7,1.6592669075890552,3.0,4.0,6.0,573000.0,1184000.0,1956.5,1902.0,6.049561177077956,1.0,1000.0,9690.35,435.9,1205.5
6458,0.009448416751787538,52.5658835546476,0.1843718079673136,0.21475995914198162,1.5949895615866387,0.11595404477081606,0.45914198161389175,5.846483704974271,31977.04081632653,56000.0,2010.0,1999.0,1587.0,2497.2,2.0,7.0,2488.5,11430.4675,1184.8,2237.0099999999993,1.7474463738508683,4.0,3.5,5.5,654000.0,1638449.9999999998,1950.0,1880.0,6.199948927477017,1.0,1051.5,9962.525,417.1,1151.037499999998
6608,0.009916492693110648,51.06889352818371,0.08977035490605428,0.35803757828810023,1.5358361774744027,0.08761660874336931,0.453027139874739,6.121153846153846,34183.55640535373,64799.999999999956,2008.0,1995.0,1598.0,2967.0,2.0,7.0,2414.0,13072.58999999999,1113.0,2265.8,1.3914405010438413,3.0,3.0,5.0,570500.0,2000350.0,1980.0,1796.4,6.427974947807933,1.0,1228.0,9572.519999999979,369.9,1017.8199999999995
6612,0.005165289256198347,56.13842975206603,0.27169421487603307,0.28512396694214875,1.854054054054054,0.08425450430846897,0.4090909090909091,5.855153203342619,41717.45152354571,83000.0,2011.0,1999.0,1699.0,3199.0,2.0,8.0,2471.8500000000004,13844.257499999992,1295.6,3326.9,1.2975206611570247,4.0,4.0,6.5,1030000.0,3163599.9999999963,1970.5,1900.0,4.350206611570248,1.0,1776.0,17158.579999999998,550.5,3421.8
6621,0.013622500847170451,52.79281599457818,0.08261606235174516,0.35764147746526603,1.5264357338195078,0.07415355389262183,0.4545577770247374,6.0,36700.513097488525,75000.0,2009.0,1996.65,1598.0,2993.0,2.0,7.0,2390.85,13304.0675,1165.6,2397.5399999999995,1.4893934259573025,3.0,3.0,5.0,561000.0,1976799.9999999988,1970.0,1868.5,6.636123348017621,1.0,1185.425,9933.357499999982,367.725,1100.0049999999999
6623,0.008955223880597015,54.51044776119397,0.2373134328358209,0.3029850746268657,1.7163120567375887,0.05548654244306418,0.44029850746268656,6.214592274678112,35842.55319148936,67499.99999999991,2011.0,1998.0,1598.0,2723.7499999999995,2.0,5.0,2072.8,10062.584999999995,1269.5,2552.0999999999985,1.4328358208955223,3.0,4.0,6.0,713000.0,2500000.0,1990.0,1933.75,5.277611940298508,1.0,1834.15,14746.824999999995,457.95000000000005,2137.0375
6627,0.0,53.06410256410254,0.5256410256410257,0.4230769230769231,1.5,0.006798570556959819,0.3717948717948718,5.4375,30125.0,58749.999999999985,2011.0,2003.55,1588.0,1998.45,2.0,5.0,2201.85,15000.9,1177.35,2009.635,1.1282051282051282,3.0,4.0,6.0,889500.0,1951750.0,1978.0,1839.8,3.448717948717949,1.0,1551.85,6043.9299999999885,813.375,2351.2349999999997
